Comunidad autónoma de residencia;Nivel de ingresos del hogar (reducida);Gastos totales, medios, distribución e índice;Periodo;Total
15 Navarra, Comunidad Foral de;De 1.000 a 1.999 euros;Gasto medio por hogar;2012;25.681,5
15 Navarra, Comunidad Foral de;De 1.000 a 1.999 euros;Gasto medio por hogar;2011;27.930,94
15 Navarra, Comunidad Foral de;De 1.000 a 1.999 euros;Gasto medio por hogar;2010;26.570,72
15 Navarra, Comunidad Foral de;De 1.000 a 1.999 euros;Gasto medio por hogar;2009;28.453,33
15 Navarra, Comunidad Foral de;De 1.000 a 1.999 euros;Gasto medio por hogar;2008;28.582,54
15 Navarra, Comunidad Foral de;De 1.000 a 1.999 euros;Gasto medio por hogar;2007;29.788,86
15 Navarra, Comunidad Foral de;De 1.000 a 1.999 euros;Gasto medio por hogar;2006;28.867,04
15 Navarra, Comunidad Foral de;De 1.000 a 1.999 euros;Gasto medio por persona;2020;12.491,36
15 Navarra, Comunidad Foral de;De 1.000 a 1.999 euros;Gasto medio por persona;2019;11.892,43
15 Navarra, Comunidad Foral de;De 1.000 a 1.999 euros;Gasto medio por persona;2018;12.309,3
15 Navarra, Comunidad Foral de;De 1.000 a 1.999 euros;Gasto medio por persona;2017;12.563,23
15 Navarra, Comunidad Foral de;De 1.000 a 1.999 euros;Gasto medio por persona;2016;12.291,37
15 Navarra, Comunidad Foral de;De 1.000 a 1.999 euros;Gasto medio por persona;2015;12.090,98
15 Navarra, Comunidad Foral de;De 1.000 a 1.999 euros;Gasto medio por persona;2014;11.610,75
15 Navarra, Comunidad Foral de;De 1.000 a 1.999 euros;Gasto medio por persona;2013;11.960,53
15 Navarra, Comunidad Foral de;De 1.000 a 1.999 euros;Gasto medio por persona;2012;12.046,78
15 Navarra, Comunidad Foral de;De 1.000 a 1.999 euros;Gasto medio por persona;2011;12.544,97
15 Navarra, Comunidad Foral de;De 1.000 a 1.999 euros;Gasto medio por persona;2010;11.961,37
15 Navarra, Comunidad Foral de;De 1.000 a 1.999 euros;Gasto medio por persona;2009;12.694,82
15 Navarra, Comunidad Foral de;De 1.000 a 1.999 euros;Gasto medio por persona;2008;12.764,32
15 Navarra, Comunidad Foral de;De 1.000 a 1.999 euros;Gasto medio por persona;2007;13.063,84
15 Navarra, Comunidad Foral de;De 1.000 a 1.999 euros;Gasto medio por persona;2006;12.087,15
15 Navarra, Comunidad Foral de;De 1.000 a 1.999 euros;Gasto medio por unidad de consumo;2020;17.440,55
15 Navarra, Comunidad Foral de;De 1.000 a 1.999 euros;Gasto medio por unidad de consumo;2019;16.851,95
15 Navarra, Comunidad Foral de;De 1.000 a 1.999 euros;Gasto medio por unidad de consumo;2018;17.437,67
15 Navarra, Comunidad Foral de;De 1.000 a 1.999 euros;Gasto medio por unidad de consumo;2017;17.782,16
15 Navarra, Comunidad Foral de;De 1.000 a 1.999 euros;Gasto medio por unidad de consumo;2016;17.441,72
15 Navarra, Comunidad Foral de;De 1.000 a 1.999 euros;Gasto medio por unidad de consumo;2015;16.814,79
15 Navarra, Comunidad Foral de;De 1.000 a 1.999 euros;Gasto medio por unidad de consumo;2014;16.576,88
15 Navarra, Comunidad Foral de;De 1.000 a 1.999 euros;Gasto medio por unidad de consumo;2013;17.097,42
15 Navarra, Comunidad Foral de;De 1.000 a 1.999 euros;Gasto medio por unidad de consumo;2012;16.899,91
15 Navarra, Comunidad Foral de;De 1.000 a 1.999 euros;Gasto medio por unidad de consumo;2011;17.962,37
15 Navarra, Comunidad Foral de;De 1.000 a 1.999 euros;Gasto medio por unidad de consumo;2010;17.152,25
15 Navarra, Comunidad Foral de;De 1.000 a 1.999 euros;Gasto medio por unidad de consumo;2009;18.169,76
15 Navarra, Comunidad Foral de;De 1.000 a 1.999 euros;Gasto medio por unidad de consumo;2008;18.239,5
15 Navarra, Comunidad Foral de;De 1.000 a 1.999 euros;Gasto medio por unidad de consumo;2007;18.798,72
15 Navarra, Comunidad Foral de;De 1.000 a 1.999 euros;Gasto medio por unidad de consumo;2006;17.632,21
15 Navarra, Comunidad Foral de;De 1.000 a 1.999 euros;Índice sobre la media del gmp;2020;97,79
15 Navarra, Comunidad Foral de;De 1.000 a 1.999 euros;Índice sobre la media del gmp;2019;87,18
15 Navarra, Comunidad Foral de;De 1.000 a 1.999 euros;Índice sobre la media del gmp;2018;87,87
15 Navarra, Comunidad Foral de;De 1.000 a 1.999 euros;Índice sobre la media del gmp;2017;93,71
15 Navarra, Comunidad Foral de;De 1.000 a 1.999 euros;Índice sobre la media del gmp;2016;93,96
15 Navarra, Comunidad Foral de;De 1.000 a 1.999 euros;Índice sobre la media del gmp;2015;95,01
15 Navarra, Comunidad Foral de;De 1.000 a 1.999 euros;Índice sobre la media del gmp;2014;92,26
15 Navarra, Comunidad Foral de;De 1.000 a 1.999 euros;Índice sobre la media del gmp;2013;97,29
15 Navarra, Comunidad Foral de;De 1.000 a 1.999 euros;Índice sobre la media del gmp;2012;96,1
15 Navarra, Comunidad Foral de;De 1.000 a 1.999 euros;Índice sobre la media del gmp;2011;97,39
15 Navarra, Comunidad Foral de;De 1.000 a 1.999 euros;Índice sobre la media del gmp;2010;90,04
15 Navarra, Comunidad Foral de;De 1.000 a 1.999 euros;Índice sobre la media del gmp;2009;95,97
15 Navarra, Comunidad Foral de;De 1.000 a 1.999 euros;Índice sobre la media del gmp;2008;93,78
15 Navarra, Comunidad Foral de;De 1.000 a 1.999 euros;Índice sobre la media del gmp;2007;98,88
15 Navarra, Comunidad Foral de;De 1.000 a 1.999 euros;Índice sobre la media del gmp;2006;96,24
15 Navarra, Comunidad Foral de;De 2.000 a 2.999 euros;Gasto total;2020;2.330.474,12
15 Navarra, Comunidad Foral de;De 2.000 a 2.999 euros;Gasto total;2019;3.011.915,5
15 Navarra, Comunidad Foral de;De 2.000 a 2.999 euros;Gasto total;2018;3.280.270,58
15 Navarra, Comunidad Foral de;De 2.000 a 2.999 euros;Gasto total;2017;2.664.978,38
15 Navarra, Comunidad Foral de;De 2.000 a 2.999 euros;Gasto total;2016;2.740.114,43
15 Navarra, Comunidad Foral de;De 2.000 a 2.999 euros;Gasto total;2015;2.524.855,09
15 Navarra, Comunidad Foral de;De 2.000 a 2.999 euros;Gasto total;2014;2.636.497,19
15 Navarra, Comunidad Foral de;De 2.000 a 2.999 euros;Gasto total;2013;2.738.381,1
15 Navarra, Comunidad Foral de;De 2.000 a 2.999 euros;Gasto total;2012;2.631.092,46
15 Navarra, Comunidad Foral de;De 2.000 a 2.999 euros;Gasto total;2011;2.643.705,33
15 Navarra, Comunidad Foral de;De 2.000 a 2.999 euros;Gasto total;2010;2.624.341,8
15 Navarra, Comunidad Foral de;De 2.000 a 2.999 euros;Gasto total;2009;2.844.221,69
15 Navarra, Comunidad Foral de;De 2.000 a 2.999 euros;Gasto total;2008;2.734.240,35
15 Navarra, Comunidad Foral de;De 2.000 a 2.999 euros;Gasto total;2007;2.525.354,29
15 Navarra, Comunidad Foral de;De 2.000 a 2.999 euros;Gasto total;2006;2.239.506,06
15 Navarra, Comunidad Foral de;De 2.000 a 2.999 euros;Distribución porcentual;2020;28,76
15 Navarra, Comunidad Foral de;De 2.000 a 2.999 euros;Distribución porcentual;2019;34,33
15 Navarra, Comunidad Foral de;De 2.000 a 2.999 euros;Distribución porcentual;2018;36,73
15 Navarra, Comunidad Foral de;De 2.000 a 2.999 euros;Distribución porcentual;2017;31,83
15 Navarra, Comunidad Foral de;De 2.000 a 2.999 euros;Distribución porcentual;2016;33,45
15 Navarra, Comunidad Foral de;De 2.000 a 2.999 euros;Distribución porcentual;2015;31,92
15 Navarra, Comunidad Foral de;De 2.000 a 2.999 euros;Distribución porcentual;2014;33,95
15 Navarra, Comunidad Foral de;De 2.000 a 2.999 euros;Distribución porcentual;2013;36,33
15 Navarra, Comunidad Foral de;De 2.000 a 2.999 euros;Distribución porcentual;2012;33,72
15 Navarra, Comunidad Foral de;De 2.000 a 2.999 euros;Distribución porcentual;2011;32,72
15 Navarra, Comunidad Foral de;De 2.000 a 2.999 euros;Distribución porcentual;2010;31,7
15 Navarra, Comunidad Foral de;De 2.000 a 2.999 euros;Distribución porcentual;2009;34,72
15 Navarra, Comunidad Foral de;De 2.000 a 2.999 euros;Distribución porcentual;2008;32,81
15 Navarra, Comunidad Foral de;De 2.000 a 2.999 euros;Distribución porcentual;2007;31,85
15 Navarra, Comunidad Foral de;De 2.000 a 2.999 euros;Distribución porcentual;2006;30,6
15 Navarra, Comunidad Foral de;De 2.000 a 2.999 euros;Gasto medio por hogar;2020;35.003,54
15 Navarra, Comunidad Foral de;De 2.000 a 2.999 euros;Gasto medio por hogar;2019;35.228,6
15 Navarra, Comunidad Foral de;De 2.000 a 2.999 euros;Gasto medio por hogar;2018;40.206,72
15 Navarra, Comunidad Foral de;De 2.000 a 2.999 euros;Gasto medio por hogar;2017;38.711,73
15 Navarra, Comunidad Foral de;De 2.000 a 2.999 euros;Gasto medio por hogar;2016;35.277,74
15 Navarra, Comunidad Foral de;De 2.000 a 2.999 euros;Gasto medio por hogar;2015;36.432,82
15 Navarra, Comunidad Foral de;De 2.000 a 2.999 euros;Gasto medio por hogar;2014;36.256,43
15 Navarra, Comunidad Foral de;De 2.000 a 2.999 euros;Gasto medio por hogar;2013;34.929,77
15 Navarra, Comunidad Foral de;De 2.000 a 2.999 euros;Gasto medio por hogar;2012;35.666,18
15 Navarra, Comunidad Foral de;De 2.000 a 2.999 euros;Gasto medio por hogar;2011;37.206,61
15 Navarra, Comunidad Foral de;De 2.000 a 2.999 euros;Gasto medio por hogar;2010;39.364,33
15 Navarra, Comunidad Foral de;De 2.000 a 2.999 euros;Gasto medio por hogar;2009;38.957,21
15 Navarra, Comunidad Foral de;De 2.000 a 2.999 euros;Gasto medio por hogar;2008;40.592,51
15 Navarra, Comunidad Foral de;De 2.000 a 2.999 euros;Gasto medio por hogar;2007;40.103,4
15 Navarra, Comunidad Foral de;De 2.000 a 2.999 euros;Gasto medio por hogar;2006;35.695,69
15 Navarra, Comunidad Foral de;De 2.000 a 2.999 euros;Gasto medio por persona;2020;12.462,24
15 Navarra, Comunidad Foral de;De 2.000 a 2.999 euros;Gasto medio por persona;2019;13.938,03
15 Navarra, Comunidad Foral de;De 2.000 a 2.999 euros;Gasto medio por persona;2018;15.198,41
15 Navarra, Comunidad Foral de;De 2.000 a 2.999 euros;Gasto medio por persona;2017;14.023,8
15 Navarra, Comunidad Foral de;De 2.000 a 2.999 euros;Gasto medio por persona;2016;13.338,94
15 Navarra, Comunidad Foral de;De 2.000 a 2.999 euros;Gasto medio por persona;2015;12.945,12
15 Navarra, Comunidad Foral de;De 2.000 a 2.999 euros;Gasto medio por persona;2014;13.117,46
15 Navarra, Comunidad Foral de;De 2.000 a 2.999 euros;Gasto medio por persona;2013;12.403,74
15 Navarra, Comunidad Foral de;De 2.000 a 2.999 euros;Gasto medio por persona;2012;12.256,52
15 Navarra, Comunidad Foral de;De 2.000 a 2.999 euros;Gasto medio por persona;2011;12.958,4
15 Navarra, Comunidad Foral de;De 2.000 a 2.999 euros;Gasto medio por persona;2010;13.438,36
15 Navarra, Comunidad Foral de;De 2.000 a 2.999 euros;Gasto medio por persona;2009;13.189,98
15 Navarra, Comunidad Foral de;De 2.000 a 2.999 euros;Gasto medio por persona;2008;13.819,32
15 Navarra, Comunidad Foral de;De 2.000 a 2.999 euros;Gasto medio por persona;2007;13.140,26
15 Navarra, Comunidad Foral de;De 2.000 a 2.999 euros;Gasto medio por persona;2006;11.468,9
15 Navarra, Comunidad Foral de;De 2.000 a 2.999 euros;Gasto medio por unidad de consumo;2020;19.030,81
15 Navarra, Comunidad Foral de;De 2.000 a 2.999 euros;Gasto medio por unidad de consumo;2019;20.837,23
15 Navarra, Comunidad Foral de;De 2.000 a 2.999 euros;Gasto medio por unidad de consumo;2018;22.927,79
15 Navarra, Comunidad Foral de;De 2.000 a 2.999 euros;Gasto medio por unidad de consumo;2017;21.316,12
15 Navarra, Comunidad Foral de;De 2.000 a 2.999 euros;Gasto medio por unidad de consumo;2016;20.199,17
15 Navarra, Comunidad Foral de;De 2.000 a 2.999 euros;Gasto medio por unidad de consumo;2015;19.936,51
15 Navarra, Comunidad Foral de;De 2.000 a 2.999 euros;Gasto medio por unidad de consumo;2014;20.084,19
15 Navarra, Comunidad Foral de;De 2.000 a 2.999 euros;Gasto medio por unidad de consumo;2013;19.167,69
15 Navarra, Comunidad Foral de;De 2.000 a 2.999 euros;Gasto medio por unidad de consumo;2012;19.154,19
15 Navarra, Comunidad Foral de;De 2.000 a 2.999 euros;Gasto medio por unidad de consumo;2011;20.085,61
15 Navarra, Comunidad Foral de;De 2.000 a 2.999 euros;Gasto medio por unidad de consumo;2010;20.940,63
15 Navarra, Comunidad Foral de;De 2.000 a 2.999 euros;Gasto medio por unidad de consumo;2009;20.557,46
15 Navarra, Comunidad Foral de;De 2.000 a 2.999 euros;Gasto medio por unidad de consumo;2008;21.720,99
15 Navarra, Comunidad Foral de;De 2.000 a 2.999 euros;Gasto medio por unidad de consumo;2007;20.908,6
15 Navarra, Comunidad Foral de;De 2.000 a 2.999 euros;Gasto medio por unidad de consumo;2006;18.297,9
15 Navarra, Comunidad Foral de;De 2.000 a 2.999 euros;Índice sobre la media del gmp;2020;97,56
15 Navarra, Comunidad Foral de;De 2.000 a 2.999 euros;Índice sobre la media del gmp;2019;102,17
15 Navarra, Comunidad Foral de;De 2.000 a 2.999 euros;Índice sobre la media del gmp;2018;108,49
15 Navarra, Comunidad Foral de;De 2.000 a 2.999 euros;Índice sobre la media del gmp;2017;104,6
15 Navarra, Comunidad Foral de;De 2.000 a 2.999 euros;Índice sobre la media del gmp;2016;101,96
15 Navarra, Comunidad Foral de;De 2.000 a 2.999 euros;Índice sobre la media del gmp;2015;101,73
15 Navarra, Comunidad Foral de;De 2.000 a 2.999 euros;Índice sobre la media del gmp;2014;104,23
15 Navarra, Comunidad Foral de;De 2.000 a 2.999 euros;Índice sobre la media del gmp;2013;100,9
15 Navarra, Comunidad Foral de;De 2.000 a 2.999 euros;Índice sobre la media del gmp;2012;97,78
15 Navarra, Comunidad Foral de;De 2.000 a 2.999 euros;Índice sobre la media del gmp;2011;100,6
15 Navarra, Comunidad Foral de;De 2.000 a 2.999 euros;Índice sobre la media del gmp;2010;101,16
15 Navarra, Comunidad Foral de;De 2.000 a 2.999 euros;Índice sobre la media del gmp;2009;99,71
15 Navarra, Comunidad Foral de;De 2.000 a 2.999 euros;Índice sobre la media del gmp;2008;101,53
15 Navarra, Comunidad Foral de;De 2.000 a 2.999 euros;Índice sobre la media del gmp;2007;99,46
15 Navarra, Comunidad Foral de;De 2.000 a 2.999 euros;Índice sobre la media del gmp;2006;91,32
15 Navarra, Comunidad Foral de;3.000 euros o más;Gasto total;2020;3.128.559,35
15 Navarra, Comunidad Foral de;3.000 euros o más;Gasto total;2019;3.258.581,21
15 Navarra, Comunidad Foral de;3.000 euros o más;Gasto total;2018;2.714.234,31
15 Navarra, Comunidad Foral de;3.000 euros o más;Gasto total;2017;2.364.026,61
15 Navarra, Comunidad Foral de;3.000 euros o más;Gasto total;2016;2.321.208,61
15 Navarra, Comunidad Foral de;3.000 euros o más;Gasto total;2015;2.330.280,49
15 Navarra, Comunidad Foral de;3.000 euros o más;Gasto total;2014;2.140.757,03
15 Navarra, Comunidad Foral de;3.000 euros o más;Gasto total;2013;1.850.016,9
15 Navarra, Comunidad Foral de;3.000 euros o más;Gasto total;2012;2.357.217,41
15 Navarra, Comunidad Foral de;3.000 euros o más;Gasto total;2011;2.337.182,78
15 Navarra, Comunidad Foral de;3.000 euros o más;Gasto total;2010;2.790.702,2
15 Navarra, Comunidad Foral de;3.000 euros o más;Gasto total;2009;2.595.062,14
15 Navarra, Comunidad Foral de;3.000 euros o más;Gasto total;2008;2.779.537,28
15 Navarra, Comunidad Foral de;3.000 euros o más;Gasto total;2007;2.532.530,77
15 Navarra, Comunidad Foral de;3.000 euros o más;Gasto total;2006;2.258.869,98
15 Navarra, Comunidad Foral de;3.000 euros o más;Distribución porcentual;2020;38,61
15 Navarra, Comunidad Foral de;3.000 euros o más;Distribución porcentual;2019;37,14
15 Navarra, Comunidad Foral de;3.000 euros o más;Distribución porcentual;2018;30,39
15 Navarra, Comunidad Foral de;3.000 euros o más;Distribución porcentual;2017;28,24
15 Navarra, Comunidad Foral de;3.000 euros o más;Distribución porcentual;2016;28,34
15 Navarra, Comunidad Foral de;3.000 euros o más;Distribución porcentual;2015;29,46
15 Navarra, Comunidad Foral de;3.000 euros o más;Distribución porcentual;2014;27,57
15 Navarra, Comunidad Foral de;3.000 euros o más;Distribución porcentual;2013;24,54
15 Navarra, Comunidad Foral de;3.000 euros o más;Distribución porcentual;2012;30,21
15 Navarra, Comunidad Foral de;3.000 euros o más;Distribución porcentual;2011;28,93
15 Navarra, Comunidad Foral de;3.000 euros o más;Distribución porcentual;2010;33,71
15 Navarra, Comunidad Foral de;3.000 euros o más;Distribución porcentual;2009;31,68
15 Navarra, Comunidad Foral de;3.000 euros o más;Distribución porcentual;2008;33,36
15 Navarra, Comunidad Foral de;3.000 euros o más;Distribución porcentual;2007;31,94
15 Navarra, Comunidad Foral de;3.000 euros o más;Distribución porcentual;2006;30,87
15 Navarra, Comunidad Foral de;3.000 euros o más;Gasto medio por hogar;2020;44.516,06
15 Navarra, Comunidad Foral de;3.000 euros o más;Gasto medio por hogar;2019;50.999,96
15 Navarra, Comunidad Foral de;3.000 euros o más;Gasto medio por hogar;2018;55.560,36
15 Navarra, Comunidad Foral de;3.000 euros o más;Gasto medio por hogar;2017;50.596,1
15 Navarra, Comunidad Foral de;3.000 euros o más;Gasto medio por hogar;2016;51.651,79
15 Navarra, Comunidad Foral de;3.000 euros o más;Gasto medio por hogar;2015;53.815,37
15 Navarra, Comunidad Foral de;3.000 euros o más;Gasto medio por hogar;2014;52.815,01
15 Navarra, Comunidad Foral de;3.000 euros o más;Gasto medio por hogar;2013;48.546,55
15 Navarra, Comunidad Foral de;3.000 euros o más;Gasto medio por hogar;2012;51.866,63
15 Navarra, Comunidad Foral de;3.000 euros o más;Gasto medio por hogar;2011;50.652,37
15 Navarra, Comunidad Foral de;3.000 euros o más;Gasto medio por hogar;2010;51.374,82
15 Navarra, Comunidad Foral de;3.000 euros o más;Gasto medio por hogar;2009;50.675,97
15 Navarra, Comunidad Foral de;3.000 euros o más;Gasto medio por hogar;2008;54.033,67
15 Navarra, Comunidad Foral de;3.000 euros o más;Gasto medio por hogar;2007;53.609,19
15 Navarra, Comunidad Foral de;3.000 euros o más;Gasto medio por hogar;2006;61.024,31
15 Navarra, Comunidad Foral de;3.000 euros o más;Gasto medio por persona;2020;13.989,87
15 Navarra, Comunidad Foral de;3.000 euros o más;Gasto medio por persona;2019;16.102,8
15 Navarra, Comunidad Foral de;3.000 euros o más;Gasto medio por persona;2018;16.439,4
15 Navarra, Comunidad Foral de;3.000 euros o más;Gasto medio por persona;2017;14.982,55
15 Navarra, Comunidad Foral de;3.000 euros o más;Gasto medio por persona;2016;15.297,52
15 Navarra, Comunidad Foral de;3.000 euros o más;Gasto medio por persona;2015;15.854,52
15 Navarra, Comunidad Foral de;3.000 euros o más;Gasto medio por persona;2014;15.047,76
15 Navarra, Comunidad Foral de;3.000 euros o más;Gasto medio por persona;2013;14.485,7
